,Topic,tweet
9134,  حمایت از کارگران خدوم شهرداری و درخواست نجات آن‌ها از مستأجری با انتخاب هیئت مدیره جدید پروژه حکیم,-1
9135,  درخواست انحلال هیئت مدیره فعلی تعاونی موتوری شهرداری تهران,-1
9136,  اعتراض به کوهخواری در منطقه کندرآب,0
9137,  درخواست رعایت حقوق مادی و معنوی طراحان توسط سازمان زیبا سازی شهر تهران,-1
9138,  درخواست ایجاد دسترسی محلی از آزاد راه تهران-شمال به روستاهای سنگان و تالون,-1
9139,  دعوت از دکتر سید کاظم خادمی قائم مقام جامعه اسلامی فرهنگیان کشور برای شرکت در انتخابات شورای شهر تهران,13
9140,  درخواست منع استفاده از ماهی قرمز در سفره‌های هفت‌سین‌های شهرداری تهران,0
9141,  دعوت از جناب آقای دکتر امین اسدی جهت شرکت در انتخابات شورای اسلامی شهر تهران,13
9142,  درخواست رسیدگی به مشکلات پیش آمده در فارغ‌التحصیلی دانشجویان دانشگاه آزاد واحد شهرری,12
9143,  درخواست حذف پیمانکاری شرکت شهربان، حریم‌بان و معبربان,-1
9144,  درخواست تغییر نام استان چهارمحال و بختیاری به زاگرس,-1
9145,  درخواست توقف پروژه سد خرسان ۳ تا تعیین تکلیف اهالی منطقه,-1
9146,  درخواست کناره‌گیری نامزدهای محترم ادوار شهرستان بروجن، در حمایت از جوانان و به نفع مردم,13
9147,  درخواست احداث دیوار سنگی جهت جلوگیری از تخریب باغات و زمین‌های کشاورزی روستای فریک در استان چهارمحال و بختیاری,0
9148,  رحمت نامه (ویژه مراسمات شهر اردل),-1
9149,  درخواست رسیدگی به وضعیت آب آلوده شهر سودجان استان چهارمحال‌وبختیاری,-1
9150,  درخواست رسیدگی به وضعیت نامناسب آب شرب شهر سودجان,-1
9151,  اعتراض و مخالف با انتقال پارک اوره از فلارد,-1
9152,  درخواست برگزاری کنسرت در شهرکرد,68
9153,  درخواست عزل فوری رئیس هیئت کاراته چهارمحال و بختیاری,31
9154,  درخواست برکناری رئیس هیئت سوارکاری چهارمحال و بختیاری,31
9155,  درخواست متوقف نمودن احداث و انحراف سد آب رودخانه بشار(سد خرسان) از استان کهگیلویه و بویراحمد به استان‌های مرکزی و برخوردار ایران,-1
9156,  نارضایتی از عملکرد و مدیریت فرماندار کوهرنگ,-1
9157,  ساخت مسجد و خانه عالم در روستای کاج استان چهارمحال و بختیاری,-1
9158,  تغییر ساعت ورود به خوابگاه خواهران در دانشگاه شهرکرد,-1
9159,  درخواست رسیدگی به وضعیت بد آب و قطعی آن در شهرکرد,-1
9160,  درخواست برگزاری کنسرت در شهرکرد، استان چهارمحال و بختیاری,-1
9161,  اعتراض دانشجویان دانشگاه شهرکرد به تغییر ناگهانی برنامه امتحانات,-1
9162,  درخواست بررسی عملکرد فرماندار شهرستان اردل,-1
9163,  درخواست مجازات عاملین کشتار بی‌رحمانه سگ‌های روستای جونقان چهارمحال و بختیاری,-1
9164,  درخواست جلوگیری از کشتار سگ‌های بی‌سرپرست چهارمحال و بختیاری,4
9165,  درخواست آسفالت جاده دهستان موگویی شهرستان کوهرنگ,-1
9166,  درخواست عدم انتقال و احداث گاوداری قیام اصفهان در چهارمحال و بختیاری,0
9167,  مشکل وقف زمین‌های روستای مرغملک را حل کنید,-1
9168,  درخواست تعطیلی کارخانه خمیر مایه روستای ناغان چهارمحال و بختیاری,-1
9169,  درخواست مقابله با تصاحب اراضی کشاورزی مردم به‌عنوان اراضی ملی در بیرگان چهارمحال و بختیاری,-1
9170,  درخواست تبدیل وضعیت نیروهای شرکتی بانک‌های ادغامی در بانک سپه,-1
9171,  درخواست آسفالت جاده روستای میاندوهان علیا بخش بازفت,5
9172,  درخواست تغییر نام استان چهارمحال و بختیاری به نام سابق «بختیاری و چهارمحال»,-1
9173,  اعتراض به حضوری شدن امتحانات دانشجویان چهارمحال و بختیاری,-1
9174,  نه به حضوری شدن امتحانات دانشگاه آزاد شهرکرد,-1
9175,  درخواست انتخاب استاندار بومی برای استان چهارمحال و بختیاری,-1
9176,  درخواست رسیدگی به وضعیت پتروشیمی لردگان,6
9177,  نامه سرگشاده به رئیس قوه قضائیه پیرامون موضوع انتقال آب,30
9178,  پیشنهاد ایجاد کانون صنفی دانش‌آموختگان بیکار استان چهارمحال و بختیاری,-1
9179,  دعوت مردم و جوانان انقلابی استان چهارمحال و بختیاری از دکتر سعید جلیلی برای شرکت در انتخابات ریاست جمهوری,13
9180,  درخواست کمک مالی فوری دولت برای تعمیر و ساخت منازل در سی‌سخت,-1
9181,  اعتراض به مشکلات شهرک امام علی شهرستان بیرجند و مطالبات مردمی,-1
9182,  حمایت مردم خراسان جنوبی از دکتر سعید جلیلی,14
9183,  درخواست حل مشکلات مسکن ملی قاین,18
9184,  درخواست تغییر و اصلاح تقویم آموزشی نیم‌سال تحصیلی جاری در دانشگاه بیرجند,-1
9185,  درخواست رسیدگی به جاده‌های شهرستان درمیان خراسان جنوبی,-1
9186,  درخواست لغو تعطیلی دانشگاه پیام نور واحد سرایان,2
9187,  درخواست اجرای راه آهن آنتنی شهرستان فردوس,5
9188,  درخواست جمع‌آوری المان غدیر شهر فردوس,-1
9189,  درخواست نجات منابع آب زیرزمینی منطقه پروده، شهرستان طبس,7
9190,  درخواست جلوگیری از قطع درختان ۱۰۰ساله در منطقه نمونه گردشگری باغستان، خراسان جنوبی,0
9191,  درخواست احداث میدان در ورودی شهر نیمبلوک قاینات,26
9192,  ارتقا شهر نیم بلوک، بیهود، محمد آباد علم، گریمنج، نوغاب پسکوه، شندان عرب، نوغاب حاجی آباد، بزبیشه، سرساران,5
9193,  درخواست حمایت از برگزاری آیین سده در شهرستان بشرویه,-1
9194,  اعتراض به عدم پیگیری پایگاه هلال احمر روستای شیرگ خراسان جنوبی,7
9195,  درخواست برکناری شهردار بشرویه,31
9196,  برپایی امتحانات پایان ترم دانشگاه بزرگمهر قائنات به صورت مجازی,2
9197,  درخواست فعال شدن مجدد کارگاه خط آهن آنتنی شهرستان های فردوس و سرایان به ایستگاه جزین,5
9198,  درخواست تسریع در روند احداث پروژه راه آهن بیرجند,-1
9199,  درخواست احداث جاده بشرویه به بجستان,5
9200,  درخواست بررسی خبر تجاوز به ۱۸ کودک در خراسان جنوبی و مجازات متجاوز در صورت صحت ماجرا,-1
9201,  درخواست دوبانده کردن جاده‌های طبس,5
9202,  درخواست اتمام پروژه نیمه‌تمام راه آهن بیرجند,9
9203,  درخواست اختصاص ۲ درصد از درآمد معادن منطقه جهت عمران و آبادانی شهرستان طبس,-1
9204,  درخواست جلوگیری از احداث جاده بشرویه به بجستان و نابودی دو منطقه حفاظت شده مظفری و افتخاری,-1
